DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657520,PA14_41470,CDS,3697030,3699639,+,acnB,,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,,,YP_791458.1 ; WP_003087875.1,2610,870,93.6,5.01,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657522,PA14_41480,CDS,3699817,3701025,+,nasS,,hypothetical protein,,,YP_791459.1 ; WP_003139948.1,1209,403,43.6,6.61,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657524,PA14_41490,CDS,3701042,3701620,+,nasT,,hypothetical protein,,,YP_791460.1 ; WP_003087868.1,579,193,21.6,5.79,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657526,PA14_41500,CDS,3701850,3702545,+,,,lyase,,,YP_791461.1 ; WP_003087865.1,696,232,26.3,4.65,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657528,PA14_41510,CDS,3702898,3704109,+,nasA,,nitrate transporter,,,YP_791462.1 ; WP_003087861.1,1212,404,42.4,10.17,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657530,PA14_41520,CDS,3704178,3705779,+,,,serine/threonine-protein kinase,,,YP_791463.1 ; ,1602,534,59174,6.55,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657532,PA14_41530,CDS,3706047,3708497,+,nirB,,assimilatory nitrite reductase large subunit,,,YP_791464.1 ; WP_003139951.1,2451,817,89.7,6.75,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657534,PA14_41540,CDS,3708550,3708876,+,nirD,,assimilatory nitrite reductase small subunit,,,YP_791465.1 ; WP_003139953.1,327,109,11.6,5.53,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657536,PA14_41560,CDS,3708903,3711629,+,,,assimilatory nitrate reductase,,,YP_791466.1 ; WP_003139955.1,2727,909,99.3,7.32,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657538,PA14_41563,CDS,3711641,3712378,+,cobA,,uroporphyrin-III C-methyltransferase,,,YP_791467.1 ; ,738,246,25910.6,7.41,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657540,PA14_41570,CDS,3712447,3713499,-,oprF,,major porin and structural outer membrane porin OprF precursor,,,YP_791468.1 ; WP_003087843.1,1053,351,37.6,4.75,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657542,PA14_41575,CDS,3713608,3714198,-,sigX,,RNA polymerase sigma factor SigX,,,YP_791469.1 ; WP_003098059.1,591,197,23.5,7.55,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657544,PA14_41590,CDS,3714270,3715094,-,,,cytoplasmic membrane protein,,,YP_791470.1 ; WP_003087830.1,825,275,29,8.8,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657546,PA14_41610,CDS,3715097,3715351,-,,,hypothetical protein,,,YP_791471.1 ; WP_003122844.1,255,85,9,6.79,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657548,PA14_41630,CDS,3715400,3716398,-,,,cytoplasmic membrane-associated protein,,,YP_791472.1 ; WP_003098062.1,999,333,37.8,5.05,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657550,PA14_41640,CDS,3716586,3717074,-,,,ribonuclease activity regulator protein RraA,,,YP_791473.1 ; WP_003087823.1,489,163,17.4,4.55,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657552,PA14_41650,CDS,3717181,3718191,-,,,esterase,,,YP_791474.1 ; WP_003087820.1,1011,337,36.9,6.52,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657554,PA14_41670,CDS,3718261,3720636,-,ppsA,,phosphoenolpyruvate synthase,,,YP_791475.1 ; WP_003098065.1,2376,792,85.8,4.78,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657556,PA14_41680,CDS,3720802,3721626,+,,,hypothetical protein,,,YP_791476.1 ; WP_003120310.1,825,275,31.1,6.06,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657558,PA14_41690,CDS,3721917,3722456,+,,,hypothetical protein,,,YP_791477.1 ; WP_003087811.1,540,180,19.7,9.56,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657560,PA14_41710,CDS,3722462,3723988,+,,,hypothetical protein,,,YP_791478.1 ; WP_003087809.1,1527,509,56.8,9.24,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657562,PA14_41730,CDS,3723992,3724975,+,,,hypothetical protein,,,YP_791479.1 ; WP_003087807.1,984,328,36.2,7.01,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657564,PA14_41740,CDS,3725032,3726219,-,,,hypothetical protein,,,YP_791480.1 ; WP_003132833.1,1188,396,44.6,6.8,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657566,PA14_41750,CDS,3726233,3727831,-,,,hypothetical protein,,,YP_791481.1 ; WP_003132834.1,1599,533,58.9,5.3,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657568,PA14_41760,CDS,3727851,3728876,-,,,hypothetical protein,,,YP_791482.1 ; WP_003120313.1,1026,342,37.4,4.86,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657570,PA14_41780,CDS,3728917,3729678,-,,,hypothetical protein,,,YP_791483.1 ; WP_003098072.1,762,254,28.8,6.04,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657572,PA14_41790,CDS,3729757,3730194,-,,,hypothetical protein,,,YP_791484.1 ; WP_003098074.1,438,146,14.5,4.67,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657574,PA14_41800,CDS,3730426,3733149,-,,,transcriptional regulator,,,YP_791485.1 ; WP_004355294.1,2724,908,101.7,6.87,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657576,PA14_41810,CDS,3733152,3735857,-,,,transcriptional regulator,,,YP_791486.1 ; WP_003120314.1,2706,902,101.1,6.3,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657578,PA14_41820,CDS,3736022,3737383,+,pabB,,para-aminobenzoate synthase component I,,,YP_791487.1 ; WP_003140013.1,1362,454,49.6,6.2,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657580,PA14_41830,CDS,3737426,3738043,-,thrH,,phosphoserine phosphatase,,,YP_791488.1 ; WP_003140014.1,618,206,23.6,5.15,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657582,PA14_41840,CDS,3738178,3738981,+,cysH,,phosphoadenosine phosphosulfate reductase,,,YP_791489.1 ; WP_003120317.1,804,268,30.2,6.42,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657584,PA14_41860,CDS,3739046,3739393,+,,,hypothetical protein,,,YP_791490.1 ; WP_003140016.1,348,116,13.1,6.26,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657586,PA14_41870,CDS,3739450,3740424,-,cysB,,transcriptional regulator CysB,,,YP_791491.1 ; WP_003087775.1,975,325,36.1,7,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657588,PA14_41880,CDS,3740556,3741053,-,,,universal stress protein,,,YP_791492.1 ; WP_003087770.1,498,166,18.4,4.69,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657590,PA14_41900,CDS,3741216,3742163,-,panE,,2-dehydropantoate 2-reductase,,,YP_791493.1 ; WP_003140019.1,948,316,34.2,6.84,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657592,PA14_41910,CDS,3742163,3742540,-,,,hypothetical protein,,,YP_791494.1 ; WP_003140021.1,378,126,13.6,5.52,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657594,PA14_41920,CDS,3742858,3743934,+,aroF-1,,phospho-2-dehydro-3-deoxyheptonate aldolase,,,YP_791495.1 ; WP_003087765.1,1077,359,39.1,6.59,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657596,PA14_41930,CDS,3743992,3744477,-,,,hypothetical protein,,,YP_791496.1 ; WP_003132845.1,486,162,17.7,9.96,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657598,PA14_41950,CDS,3744661,3745350,+,,,enoyl-CoA hydratase,,,YP_791497.1 ; WP_003087759.1,690,230,24.4,7.76,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657600,PA14_41960,CDS,3745500,3745688,+,,,hypothetical protein,,,YP_791498.1 ; WP_003087758.1,189,63,6.7,4.35,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657602,PA14_41970,CDS,3745760,3746266,-,,,hypothetical protein,,,YP_791499.1 ; WP_003087757.1,507,169,18.2,6.63,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657604,PA14_41980,CDS,3746487,3746975,+,,,hypothetical protein,,,YP_791500.1 ; WP_003087756.1,489,163,18.5,8.29,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657606,PA14_41990,CDS,3747130,3747348,+,,,hypothetical protein,,,YP_791501.1 ; WP_003098091.1,219,73,7.6,11.79,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657608,PA14_42000,CDS,3747376,3747615,+,,,hypothetical protein,,,YP_791502.1 ; WP_003087754.1,240,80,8.6,11.75,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657610,PA14_42010,CDS,3747673,3748395,-,,,amidotransferase,,,YP_791503.1 ; WP_003087753.1,723,241,27.4,5.14,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657612,PA14_42020,CDS,3748639,3749010,+,,,hypothetical protein,,,YP_791504.1 ; WP_003087752.1,372,124,14,10.45,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657614,PA14_42030,CDS,3749019,3750017,-,,,hypothetical protein,,,YP_791505.1 ; WP_003140024.1,999,333,35,9.16,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657616,PA14_42050,CDS,3750040,3751011,-,,,oxidoreductase,,,YP_791506.1 ; WP_003140026.1,972,324,36,6.41,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657618,PA14_42060,CDS,3751162,3752076,+,,,transcriptional regulator,,,YP_791507.1 ; WP_003087749.1,915,305,33.1,7.37,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657620,PA14_42080,CDS,3752461,3754605,-,,,3-hydroxyacyl-CoA dehydrogenase,,,YP_791508.1 ; WP_003140029.1,2145,715,76.7,6.69,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657622,PA14_42090,CDS,3754619,3755824,-,,,acetyl-CoA acetyltransferase,,,YP_791509.1 ; WP_003087747.1,1206,402,42.1,5.3,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657624,PA14_42100,CDS,3756395,3757282,-,,,hypothetical protein,,,YP_791510.1 ; WP_003087746.1,888,296,31.9,9.24,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657626,PA14_42120,CDS,3757395,3758216,+,,,hypothetical protein,,,YP_791511.1 ; WP_003109519.1,822,274,30.3,8.22,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657628,PA14_42130,CDS,3758224,3758955,-,,,hypothetical protein,,,YP_791512.1 ; WP_003100716.1,732,244,26.5,5.26,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657630,PA14_42140,CDS,3759037,3759837,-,,,transglutaminase,,,YP_791513.1 ; WP_003087743.1,801,267,30.1,6.68,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657632,PA14_42150,CDS,3759834,3760787,-,,,hypothetical protein,,,YP_791514.1 ; WP_003087742.1,954,318,35.5,5.11,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657634,PA14_42160,CDS,3760790,3762202,-,,,hypothetical protein,,,YP_791515.1 ; WP_003087741.1,1413,471,52.6,5.14,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657636,PA14_42180,CDS,3762552,3763238,-,,,hypothetical protein,,,YP_791516.1 ; ,687,229,25517,6.03,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657638,PA14_42200,CDS,3763348,3763689,-,,,hypothetical protein,,,YP_791517.1 ; WP_003087738.1,342,114,12.6,4.88,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657640,PA14_42220,CDS,3764042,3766099,+,,,membrane sensor domain-containing protein,,,YP_791518.1 ; WP_011666707.1,2058,686,74.4,6.2,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657642,PA14_42230,CDS,3766270,3768564,+,bglX,,beta-glucosidase,,,YP_791519.1 ; WP_003087736.1,2295,765,83,6.9,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657644,PA14_42250,CDS,3768667,3769311,-,pscL,,type III secretion system protein,,,YP_791520.1 ; WP_003087735.1,645,215,23.9,4.67,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657646,PA14_42260,CDS,3769290,3769910,-,pscK,,PscK type III export protein,,,YP_791521.1 ; WP_003087734.1,621,207,23.6,8.59,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657648,PA14_42270,CDS,3769919,3770665,-,pscJ,,pscJ type III export protein,,,YP_791522.1 ; WP_003120329.1,747,249,27.2,9.37,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657650,PA14_42280,CDS,3770662,3771000,-,pscI,,type III export protein PscI,,,YP_791523.1 ; WP_003120330.1,339,113,12.1,4.37,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657652,PA14_42290,CDS,3771000,3771431,-,pscH,,type III export protein PscH,,,YP_791524.1 ; WP_003100725.1,432,144,15.5,5.76,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657654,PA14_42300,CDS,3771428,3771775,-,pscG,,type III export protein PscG,,,YP_791525.1 ; WP_003140037.1,348,116,12.5,4.85,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657656,PA14_42310,CDS,3771778,3772035,-,pscF,,type III export protein PscF,,,YP_791526.1 ; WP_003087729.1,258,86,9.3,7.54,Extracellular [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657658,PA14_42320,CDS,3772038,3772241,-,pscE,,type III export protein PscE,,,YP_791527.1 ; WP_003100751.1,204,68,7.3,7.36,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657660,PA14_42340,CDS,3772204,3773502,-,pscD,,type III export protein PscD,,,YP_791528.1 ; WP_003132859.1,1299,433,47.7,5.28,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657662,PA14_42350,CDS,3773504,3775306,-,pscC,,Type III secretion outer membrane protein PscC precursor,,,YP_791529.1 ; WP_003140040.1,1803,601,65.8,5.64,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657664,PA14_42360,CDS,3775306,3775728,-,pscB,,type III export apparatus protein,,,YP_791530.1 ; WP_003109510.1,423,141,15.4,5.66,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657666,PA14_42380,CDS,3775762,3776592,-,,,hypothetical protein,,,YP_791531.1 ; WP_003109509.1,831,277,31.4,4.87,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657668,PA14_42390,CDS,3776690,3777526,-,exsA,,transcriptional regulator ExsA,,,YP_791532.1 ; WP_003120334.1,837,279,31.6,8.47,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657670,PA14_42400,CDS,3777824,3778237,-,exsB,,exoenzyme S synthesis protein B,,,YP_791533.1 ; WP_003117721.1,414,138,15,9.3,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657672,PA14_42410,CDS,3778246,3778491,-,,,hypothetical protein,,,YP_791534.1 ; WP_003109506.1,246,82,8.7,11.01,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657674,PA14_42430,CDS,3778500,3778937,-,exsC,,exoenzyme S synthesis protein C,,,YP_791535.1 ; WP_003109505.1,438,146,16.2,4.46,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657676,PA14_42440,CDS,3779064,3779951,-,popD,,translocator outer membrane protein PopD precursor,,,YP_791536.1 ; WP_003109504.1,888,296,31.4,5.46,Extracellular [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657678,PA14_42450,CDS,3779963,3781135,-,popB,,translocator protein PopB,,,YP_791537.1 ; WP_003087710.1,1173,391,40,5.88,Extracellular [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657680,PA14_42460,CDS,3781116,3781622,-,pcrH,,regulatory protein PcrH,,,YP_791538.1 ; WP_003087708.1,507,169,18.5,4.36,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657682,PA14_42470,CDS,3781631,3782515,-,pcrV,,type III secretion protein PcrV,,,YP_791539.1 ; WP_003109502.1,885,295,32.4,4.86,Extracellular [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657684,PA14_42480,CDS,3782525,3782821,-,pcrG,,regulator in type III secretion,,,YP_791540.1 ; WP_003109501.1,297,99,11,4.49,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657686,PA14_42490,CDS,3782849,3783283,-,pcrR,,transcriptional regulator protein PcrR,,,YP_791541.1 ; WP_003100791.1,435,145,16.2,11.23,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657688,PA14_42500,CDS,3783280,3785400,-,pcrD,,type III secretory apparatus protein PcrD,,,YP_791542.1 ; WP_003087696.1,2121,707,77,5.07,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657690,PA14_42510,CDS,3785397,3785726,-,,,hypothetical protein,,,YP_791543.1 ; WP_003113547.1,330,110,12.3,8.53,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657692,PA14_42520,CDS,3785731,3786096,-,,,hypothetical protein,,,YP_791544.1 ; WP_003140044.1,366,122,13.6,6.8,Extracellular [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657694,PA14_42530,CDS,3786093,3786464,-,,,type III secretion protein,,,YP_791545.1 ; WP_003087694.1,372,124,13.7,7.41,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657696,PA14_42540,CDS,3786451,3786729,-,,,protein in type III secretion,,,YP_791546.1 ; WP_003087693.1,279,93,10.4,4.5,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657698,PA14_42550,CDS,3786710,3787576,-,popN,,Type III secretion outer membrane protein PopN precursor,,,YP_791547.1 ; WP_003087692.1,867,289,31.3,5.23,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657700,PA14_42570,CDS,3787767,3789089,+,pscN,,type III secretion system ATPase,,,YP_791548.1 ; WP_003100796.1,1323,441,47.9,7.01,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657702,PA14_42580,CDS,3789086,3789562,+,pscO,,translocation protein in type III secretion,,,YP_791549.1 ; WP_003140046.1,477,159,19,7.97,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657704,PA14_42600,CDS,3789550,3790668,+,pscP,,translocation protein in type III secretion,,,YP_791550.1 ; WP_011666708.1,1119,373,38729.8,5.39,Extracellular [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657706,PA14_42610,CDS,3790665,3791594,+,pscQ,,type III secretion system protein,,,YP_791551.1 ; WP_003140061.1,930,310,34,4.94,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657708,PA14_42620,CDS,3791591,3792244,+,pscR,,type III secretion system protein,,,YP_791552.1 ; WP_003087674.1,654,218,24.4,4.93,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657710,PA14_42630,CDS,3792247,3792513,+,,,translocation protein in type III secretion,,,YP_791553.1 ; WP_003087672.1,267,89,9.5,7.54,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657712,PA14_42640,CDS,3792510,3793298,+,pscT,,translocation protein in type III secretion,,,YP_791554.1 ; WP_003132884.1,789,263,28,7.18,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657714,PA14_42660,CDS,3793295,3794344,+,pscU,,translocation protein in type III secretion,,,YP_791555.1 ; WP_003087668.1,1050,350,39.2,9.69,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657716,PA14_42670,CDS,3794450,3796552,-,,,hypothetical protein,,,YP_791556.1 ; WP_003140063.1,2103,701,77.9,6.58,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657718,PA14_42680,CDS,3796555,3797424,-,,,hypothetical protein,,,YP_791557.1 ; WP_003140065.1,870,290,31.8,5.06,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657720,PA14_42690,CDS,3797585,3798445,-,speE,,spermidine synthase,,,YP_791558.1 ; WP_003103196.1,861,287,32.3,4.94,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657722,PA14_42700,CDS,3798594,3799487,+,alkA,,DNA-3-methyladenine glycosidase II,,,YP_791559.1 ; WP_003087659.1,894,298,32.2,7.09,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657724,PA14_42710,CDS,3799503,3799694,-,,,hypothetical protein,,,YP_791560.1 ; WP_003140068.1,192,64,6.7,10.78,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657726,PA14_42720,CDS,3799743,3800420,-,masA,,enolase-phosphatase,,,YP_791561.1 ; WP_003087657.1,678,226,24.1,4.54,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657728,PA14_42730,CDS,3800493,3801038,-,,,oxidase,,,YP_791562.1 ; WP_003087656.1,546,182,20.6,4.97,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657730,PA14_42740,CDS,3801035,3801652,-,,,methylthioribulose-1-phosphate dehydratase,,,YP_791563.1 ; WP_003110430.1,618,206,22.9,6.39,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657732,PA14_42750,CDS,3801649,3802800,-,,,MFS metabolite transporter,,,YP_791564.1 ; WP_003140070.1,1152,384,42.1,9.75,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657734,PA14_42760,CDS,3802844,3803935,-,aroC,,chorismate synthase,,,YP_791565.1 ; WP_003087653.1,1092,364,39,6.61,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657736,PA14_42770,CDS,3804043,3805026,+,,,hypothetical protein,,,YP_791566.1 ; WP_003140073.1,984,328,35.2,10.56,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657738,PA14_42780,CDS,3805104,3805883,+,,,hypothetical protein,,,YP_791567.1 ; WP_003087649.1,780,260,29.6,8.51,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657740,PA14_42790,CDS,3805908,3806822,-,,,N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase,,,YP_791568.1 ; WP_003087648.1,915,305,34.2,4.38,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657742,PA14_42820,CDS,3806993,3807589,+,,,isochorismatase family hydrolase,,,YP_791569.1 ; WP_003140074.1,597,199,21,6.23,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657744,PA14_42830,CDS,3807762,3808082,+,,,hypothetical protein,,,YP_791570.1 ; WP_003140075.1,321,107,11.8,12.61,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657746,PA14_42840,CDS,3808139,3808696,+,,,hypothetical protein,,,YP_791571.1 ; WP_003140076.1,558,186,21.1,9.75,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657748,PA14_42850,CDS,3808774,3809319,+,folE,,GTP cyclohydrolase I,,,YP_791572.1 ; WP_003087639.1,546,182,20.2,7.56,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1657750,PA14_42860,CDS,3809384,3809845,-,,,hypothetical protein,,,YP_791573.1 ; WP_003087637.1,462,154,17.9,6.17,Cytoplasmic [Class 3]
